property_id,property_link,listing_title,description,location,num_bedrooms,num_bathrooms,max_tenants,deposit,rent_pcm,bills_included,student_friendly,family_friendly,pet_friendly,smoker_friendly,available_from,min_tenancy_months,garden,parking,fireplace,furnishing,closest_station,closest_station_mins,postcode,scrape_date
1203312,https://www.openrent.co.uk//1203312,"Room in a Shared House, Hyde Park Gate, SW7","We are proud to offer this delightful room in a 1 bedroom, 1 bathroom shared house in a great location.Available to move in from 05 September 2021, this property benefits from a warm fireplace, and garden access. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£1,000.00 per month (Â£230.77 per week)Deposit / Bond is Â£0.00Minimum tenancy is 1 monthsMaximum number of tenants is 2",London,1,1,2,0,1000,Yes,Yes,Yes,Yes,Yes,14-Sep-21,1,Yes,No,Yes,Furnished,High Street Kensington Station,11,SW7,14-Sep-21
1204766,https://www.openrent.co.uk//1204766,"Room in a Shared House, Hyde Park Gate, SW7","We are proud to offer this delightful room in a 4 bedroom, 1 bathroom shared house in a great location.Available to move in from 05 September 2021, this property benefits from a warm fireplace, and garden access. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£1,000.00 per month (Â£230.77 per week)Deposit / Bond is Â£0.00Minimum tenancy is 1 monthsMaximum number of tenants is 2",London,4,1,2,0,1000,Yes,Yes,Yes,Yes,Yes,14-Sep-21,1,Yes,No,Yes,Furnished,High Street Kensington Station,11,SW7,14-Sep-21
1211010,https://www.openrent.co.uk//1211010,"Room in a Shared Flat, London, SW7","We are proud to offer this delightful room in a 1 bedroom, 1 bathroom shared flat in a great location.Available to move in from 13 September 2021, this property benefits from available parking, a warm fireplace, and garden access. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£1,200.00 per month (Â£276.92 per week)Deposit / Bond is Â£0.00Minimum tenancy is 1 monthsMaximum number of tenants is 2",London,1,1,2,0,1200,Yes,Yes,Yes,Yes,Yes,14-Sep-21,1,Yes,Yes,Yes,Furnished,High Street Kensington Station,11,SW7,14-Sep-21
1206837,https://www.openrent.co.uk//1206837,"Studio Flat, Craven Hill Gardens, W2","One medium size modern studio flatin a quiet street, close to great local amenities, off Paddington Station,London W2, comprised of:mini oven and hobsen-suite shower and WCfibre broadbandin-house laundry facilitieselectronic key card for extra securityall bills inclusive Neighbourhood5-minute walk to Paddington and Lancaster Gate Tubes, zone 1Direct Overground to Heathrow Express and The West CountriesWell-connected bus routes locally and all over Central London10 -minute walk to Queensway, with all restaurants and mini-supermarkets10-minute walk to St Mary's Hospital",London,1,1,1,1300,1300,Yes,Yes,No,No,No,15-Oct-21,6,No,No,No,Furnished,Bayswater Station,6,W2,14-Sep-21
1134257,https://www.openrent.co.uk//1134257,"2 Bed Flat, Gloucester Terrace, W2","Situated in a classic Victorian building, the apartment is quiet and bright, with a modern artistic interior.The beautiful large indoor/outdoor Garden Conservatory is adjoining the living room and boasts a skylight.Comfortably accommodating 4. The apartment has 2 bedrooms. In the master bedroom, an oak framed king-sized pocket sprung bed and plenty of storage space and a full-length mirror.The 2nd bedroom is smaller, but also sleeps 2 with a very comfortable double sofa bed.There are 2 stunning bathrooms and an additional WC (water closet) or half-bathroom in the event that you have guests.Fully-equipped kitchen with a hob and oven -- the fridge is integrated into the cupboards.SummaryRent Â£4,100.00 per month (Â£946.15 per week)Deposit / Bond is Â£1,00.00Minimum tenancy is 3 monthsMaximum number of tenants is 4",London,2,2,4,1000,4100,Yes,Yes,Yes,No,No,17-Oct-21,3,No,No,No,Furnished,"London Paddington, Rail Station",5,W2,14-Sep-21
1202229,https://www.openrent.co.uk//1202229,"1 Bed Flat, Sacketts House, SW9","The flat is located between Gosling Way and Cowley Road. Access is best via Gosling Way, which is alsojust off Brixton Road. With the Oval Quarter just opposite and facing a new park, with many local amenities nearby. Enter at second floor level to find a modern, gloss white kitchen, with utilities such as a fan oven, gas hob,fridge and stainless steel sink beneath a double glazed casement window.To one side of the hallway, find a separate WC and to the other side the bathroom, comprising a showerover bath, sink, extractor fan and a window providing ventilation and light to a bright wash space. Next tothe bathroom is ideal space for laundry and is where the washing machine is located. Onwards from here find a very spacious living room with a good ceiling height, hard flooring and a doubleglazed window. There is plenty of space here for a sofa, chairs and a television setup.Lastly, a well proportioned, bright and airy bedroom allows ample space for a large double bed andfurther bedroom furniture.This flat could be the ideal purchase for someone looking to buy into an ever changing area. The property comes furnished as seen in photos. On street parking is available as well as parking within the estate.",London,1,1,2,1670,1450,No,Yes,Yes,Yes,Yes,24-Sep-21,12,No,Yes,No,Furnished,Oval Station,13,SW9,14-Sep-21
1186993,https://www.openrent.co.uk//1186993,"Room in a Shared House, Tindal Street, SW9","We are proud to offer this delightful room in a 4 bedroom, 2 bathroom shared house in a great location.Available to move in from 13 August 2021, this property benefits from garden access. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£700.00 per month (Â£161.54 per week)Deposit / Bond is Â£700.00Minimum tenancy is 12 monthsMaximum number of tenants is 1",London,4,2,1,700,700,No,Yes,No,No,No,14-Sep-21,12,Yes,No,No,Furnished,Oval Station,13,SW9,14-Sep-21
1166854,https://www.openrent.co.uk//1166854,"Room in a Shared Flat, Dalkeith House, SW9","We welcome you to this delightful room in a 2 bedroom, 1 bathroom flat in Camberwell. A Great location near Myatts Field Park and just a 5 Minute walk to Oval Station. With plenty of bus options nearby its 10 minutes from Brixton, Peckham and Denmark Hill. Available to move in from the 28th of August 2021, this property benefits from available parking, a warm fireplace, and renovated garden access with Traditional Kitchen Compost Set Up. Property is offered furnished at request.Viewing is highly recommended, as previous tenant will be moving out there is space for storage. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£850.00 per month (Â£196.15 per week) Includes Water, Gas, and ElectricDeposit / Bond is Â£392.30Minimum tenancy is 12 monthsMaximum number of tenants is 1",London,2,1,1,392,850,Yes,Yes,Yes,Yes,No,14-Sep-21,12,Yes,Yes,Yes,At tenant choice,Oval Station,14,SW9,14-Sep-21
1211173,https://www.openrent.co.uk//1211173,"Studio Flat, Kember Street, N1","We are proud to offer this delightful 1 bedroom, 1 bathroom studio flat in a great location.Available to move in from 13 September 2021. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£1,061.67 per month (Â£245.00 per week)Deposit / Bond is Â£245.00Minimum tenancy is 6 monthsMaximum number of tenants is 1",London,1,1,1,245,1061,No,Yes,No,No,No,14-Sep-21,6,No,No,No,Furnished,Caledonian Road & Barnsbury,4,N1,14-Sep-21
1211335,https://www.openrent.co.uk//1211335,"Studio Flat, Kember Street, N1","We are proud to offer this beautiful studio, in a great location.The property is located on the third floor of a period building on Caledonian Road N1 and is in close proximity to King's Cross. This studio consists of a separate newly refurbished kitchen that you and one other studio will have use of, a separate bathroom with shower unit that's lockable and adjacent to the studio door.The apartment boasts high ceilings, large double glazed windows and wooden flooring, This studio has a bunk bed with a WFH space underneath you also have access to a shared roof terrace area.This property is close to amenities on Caledonian Road (incl. supermarket, post office, restaurants, library, Thornhill Square greenery etc.), as well as a short distance from King's Cross and within walking distance to Angel, Islington. Both King's Cross as well as Angel boast a number of trendy and lively spots for shopping, dining, drinking and socialising.Transport link:Caledonian Road & Barnsbury Overground (3 min)Caledonian Road Underground (15 min)King's Cross Underground & train station (20 min)Buses: 17, 91, 153, 259, 274, N91We have a few studios differencing in prices and space that we will happily show you upon viewing.",London,1,1,1,165,715,No,Yes,No,No,No,14-Sep-21,6,No,No,No,Furnished,Caledonian Road & Barnsbury,4,N1,14-Sep-21
1191011,https://www.openrent.co.uk//1191011,"Studio Flat, Kember Street, N1","We are proud to offer this beautiful studio, in a great location.The property is located on the second floor of a period building on Caledonian Road N1 and is in close proximity to King's Cross. This studio consists of a newly refurbished separate kitchen, a bathroom with shower unit.  The apartment boasts high ceilings, large double glazed windows and wooden flooring.This property is close to amenities on Caledonian Road (incl. supermarket, post office, restaurants, library, Thornhill Square greenery etc.), as well as a short distance from King's Cross and within walking distance to Angel, Islington. Both King's Cross as well as Angel boast a number of trendy and lively spots for shopping, dining, drinking and socialising.Transport link:Caledonian Road & Barnsbury Overground (3 min)Caledonian Road Underground (15 min)King's Cross Underground & train station (20 min)Buses: 17, 91, 153, 259, 274, N91",London,1,1,2,240,1040,No,Yes,No,No,No,14-Sep-21,6,No,No,No,Furnished,Caledonian Road & Barnsbury,4,N1,14-Sep-21
1209459,https://www.openrent.co.uk//1209459,"Studio Flat, Kember Street, N1","We are proud to offer this beautiful studio, in a great location.The property is located on the second floor of a period building on Caledonian Road N1 and is in close proximity to King's Cross. This studio consists of a newly refurbished separate kitchen, a bathroom with shower unit. The apartment boasts high ceilings, large double glazed windows and wooden flooring.This property is close to amenities on Caledonian Road (incl. supermarket, post office, restaurants, library, Thornhill Square greenery etc.), as well as a short distance from King's Cross and within walking distance to Angel, Islington. Both King's Cross as well as Angel boast a number of trendy and lively spots for shopping, dining, drinking and socialising.Transport link:Caledonian Road & Barnsbury Overground (3 min)Caledonian Road Underground (15 min)King's Cross Underground & train station (20 min)Buses: 17, 91, 153, 259, 274, N91",London,1,1,1,180,1040,No,Yes,No,No,No,14-Sep-21,6,No,No,No,Furnished,Caledonian Road & Barnsbury,4,N1,14-Sep-21
